"","Lot Frontage","Lot Area","Year Built","Year Remod/Add","Mas Vnr Area","BsmtFin SF 1","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","TotRms AbvGrd","Fireplaces","Garage Yr Blt","Garage Cars","Garage Area","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Misc Val","Mo Sold","Yr Sold","Longitude","Latitude","MS SubClass","MS Zoning","Street","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin Type 2","Heating","Heating QC","Central Air","Electrical","Kitchen Qual","Functional","Fireplace Qu","Garage Type","Garage Finish","Garage Qual","Garage Cond","Paved Drive","Sale Type","Sale Condition","SalePrice"
"2843",68,17979,1968,1968,0,785,0,328,1113,1160,0,0,1160,1,0,1,0,3,1,6,0,1968,1,257,81,0,0,0,0,0,500,2,2008,-93.601444,41.993249,"020","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","Plywood","Plywood","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","152500"
"2844",83,13383,1969,2000,176,594,0,594,1188,1404,0,0,1404,0,0,2,0,3,1,7,1,1969,2,504,0,16,0,0,0,0,0,3,2009,-93.600636,41.9928219,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","5","5","Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Po","Attchd","Unf","TA","TA","Y","WD ","Normal","160000"
"2845",80,13384,1969,1979,194,119,344,641,1104,1360,0,0,1360,1,0,1,0,3,1,8,1,1969,1,336,160,0,0,0,0,0,0,5,2006,-93.600439,41.991708,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","PConc","TA","TA","Av","Rec","BLQ","GasA","Fa","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","140000"
"2846",21,1477,1970,2007,0,358,0,188,546,546,546,0,1092,0,0,2,1,3,1,6,0,1979,0,0,187,0,0,0,0,0,0,3,2008,-93.603178,41.992133,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","6","9","Gable","CompShg","CemntBd","CmentBd","None","TA","Gd","CBlock","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","98000"
"2847",21,1477,1970,1970,0,509,0,121,630,630,0,0,630,1,0,1,0,1,1,3,0,1970,1,286,0,0,0,0,0,0,0,4,2009,-93.603111,41.99217,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","SFoyer","4","4","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","80000"
"2848",21,1533,1970,1970,0,553,0,77,630,630,0,0,630,1,0,1,0,1,1,3,0,1979,0,0,0,0,0,0,0,0,0,8,2006,-93.602043,41.992533,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","5","7","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","None","None","None","None","None","Y","WD ","Abnorml","92000"
"2849",21,1533,1970,2008,0,0,0,546,546,798,546,0,1344,0,0,1,1,3,1,6,1,1979,0,0,0,0,0,0,0,0,0,5,2009,-93.601975,41.992539,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","None","None","None","None","Y","WD ","Normal","97000"
"2850",21,1533,1970,1970,0,408,0,138,546,546,546,0,1092,0,0,1,1,3,1,5,0,1970,1,286,0,0,0,0,0,0,0,12,2006,-93.6019,41.992522,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","CarPort","Unf","TA","TA","Y","WD ","Abnorml","87550"
"2851",68,1533,1970,1970,0,503,0,27,530,530,462,0,992,1,0,1,0,2,1,4,0,1970,1,297,112,97,0,0,0,0,0,7,2007,-93.601862,41.992516,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl","4","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","BuiltIn","Fin","TA","TA","Y","WD ","Normal","106500"
"2852",21,1526,1970,1970,0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,5,0,1979,0,0,0,34,0,0,0,0,0,6,2006,-93.601844,41.992497,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","79500"
"2853",21,1495,1970,1970,189,384,0,162,546,546,546,0,1092,0,0,1,1,3,1,5,0,1979,0,0,0,64,0,0,0,0,0,5,2007,-93.601827,41.992479,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","6","Gable","CompShg","CemntBd","CmentBd","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","93900"
"2854",21,2217,1970,1970,0,273,273,0,546,546,546,0,1092,0,0,1,1,3,1,6,0,1970,1,286,238,0,0,0,0,0,0,8,2009,-93.60176,41.991786,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","4","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","BLQ","LwQ","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","88000"
"2855",21,2001,1970,1970,80,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1970,1,286,0,0,0,0,0,0,0,1,2007,-93.601507,41.991709,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","5","Gable","CompShg","CemntBd","CmentBd","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Fa","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","75000"
"2856",21,1936,1970,1970,0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,5,0,1979,0,0,0,0,0,0,0,0,0,6,2006,-93.601615,41.99171,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","7","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","90500"
"2857",21,1900,1970,1970,0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,5,0,1979,0,0,0,0,0,0,0,0,0,6,2010,-93.601806,41.9917,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","4","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","88250"
"2858",21,1936,1970,1970,0,131,499,0,630,630,0,0,630,1,0,1,0,1,1,3,0,1979,0,0,0,0,0,0,0,0,0,12,2007,-93.602094,41.991641,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Av","BLQ","GLQ","GasA","Gd","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","84500"
"2859",21,1894,1970,1970,0,252,0,294,546,546,546,0,1092,0,0,1,1,3,1,6,0,1970,1,286,0,24,0,0,0,0,0,4,2006,-93.602345,41.991532,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","CarPort","Unf","TA","TA","Y","WD ","Abnorml","71000"
"2860",21,1890,1972,1972,0,294,0,252,546,546,546,0,1092,0,0,1,1,3,1,5,0,1972,1,286,0,0,64,0,0,0,0,6,2010,-93.603398,41.991824,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","85500"
"2861",21,1890,1976,1976,0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1976,1,286,0,0,0,0,0,0,0,4,2007,-93.603422,41.991868,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","3","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","COD","Normal","75190"
"2862",21,1890,1972,1972,0,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,1979,0,0,88,0,0,0,0,0,0,6,2008,-93.603458,41.991933,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","7","Gable","CompShg","CemntBd","CmentBd","None","TA","Gd","CBlock","Gd","TA","Av","ALQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","81000"
"2863",68,11333,1976,1976,0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,1976,2,539,120,0,0,0,0,0,0,5,2007,-93.604923,41.991612,"080","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","Av","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","146800"
"2864",72,9129,1977,1977,144,923,0,0,923,1008,0,0,1008,1,0,1,0,1,1,4,1,1977,2,678,201,66,0,0,0,0,0,7,2007,-93.604644,41.991098,"085","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","5","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","Gd","Typ","Fa","Attchd","Fin","TA","TA","Y","WD ","Normal","153500"
"2865",68,15957,1977,1977,0,1148,0,96,1244,1356,0,0,1356,2,0,2,0,3,1,6,1,1977,2,528,1424,0,0,0,0,0,0,9,2007,-93.604521,41.989581,"080","RL","Pave","IR1","Low","AllPub","Corner","Mod","Mitchel","Norm","Norm","1Fam","SLvl","6","6","Gable","CompShg","HdBoard","Plywood","None","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","188000"
"2866",55,12640,1976,1976,0,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,1976,2,574,40,0,0,0,0,0,0,7,2006,-93.6044746,41.9900428,"090","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story","6","5","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","Gd","Rec","LwQ","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","150900"
"2867",61,33983,1977,1994,0,1112,0,48,1160,1676,0,0,1676,1,0,1,1,3,1,6,2,1977,2,672,690,90,0,0,0,0,0,5,2007,-93.60678,41.990264,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","Plywood","Plywood","None","TA","Fa","PConc","TA","TA","Mn","ALQ","Unf","GasA","TA","Y","SBrkr","Gd","Mod","TA","Attchd","RFn","TA","TA","P","WD ","Normal","196000"
"2868",68,8286,1977,1977,0,531,0,185,716,716,716,0,1432,1,0,1,1,3,1,6,1,1977,2,531,0,136,0,0,240,0,0,6,2007,-93.604524,41.989488,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","2Story","5","7","Gable","CompShg","Plywood","Plywood","None","TA","TA","PConc","Gd","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","157000"
"2869",63,9297,1976,1976,0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,1976,2,560,0,0,0,0,0,0,0,7,2006,-93.603534,41.990134,"090","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story","5","5","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Family","188000"
"2870",50,6723,1971,1971,0,796,0,0,796,796,0,0,796,0,1,1,0,2,1,5,0,1979,0,0,129,0,0,0,0,0,0,9,2007,-93.602559,41.991144,"085","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","7","Gable","CompShg","Wd Sdng","HdBoard","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","138000"
"2871",54,7244,1970,1970,0,619,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,1987,2,624,104,0,0,0,0,0,0,4,2007,-93.6015199,41.991371,"085","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","7","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","Gd","TA","Av","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","129500"
"2872",50,6953,1971,2004,0,469,0,395,864,874,0,0,874,0,0,1,0,3,1,5,0,1971,1,352,0,0,0,0,0,0,0,6,2010,-93.601449,41.991558,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","ConLD","Normal","130000"
"2873",50,7689,1972,1972,0,720,76,0,796,796,0,0,796,0,1,1,0,2,1,4,0,1998,1,336,138,0,0,0,0,0,0,7,2009,-93.601127,41.991365,"085","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","8","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","Gd","TA","Av","GLQ","BLQ","GasA","Gd","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","131900"
"2874",80,17400,1977,1977,0,936,0,190,1126,1126,0,0,1126,1,0,2,0,3,1,5,1,1977,2,484,295,41,0,0,0,0,0,5,2006,-93.6086884,41.9887374,"020","RL","Pave","Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","BrkFace","BrkFace","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Fa","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","P","WD ","Normal","160000"
"2875",100,21750,1954,1954,0,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,2,2008,-93.610109,41.988675,"020","RL","Pave","Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story","5","5","Hip","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","FuseA","TA","Typ","None","Attchd","RFn","TA","TA","N","WD ","Normal","113000"
"2876",68,26142,1962,1962,189,593,0,595,1188,1188,0,0,1188,0,0,1,0,3,1,6,0,1962,1,312,261,39,0,0,0,0,0,4,2010,-93.606856,41.988729,"020","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","P","WD ","Normal","157900"
"2878",160,20000,1960,1996,0,1224,0,0,1224,1224,0,0,1224,1,0,1,0,4,1,7,1,1960,2,576,474,0,0,0,0,0,0,9,2006,-93.606842,41.987686,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Detchd","Unf","TA","TA","Y","WD ","Abnorml","131000"
"2879",62,7706,1993,1996,0,114,270,0,384,1091,0,0,1091,0,1,1,0,2,1,5,0,1993,1,429,280,0,0,0,0,0,700,8,2009,-93.606688,41.987535,"080","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","5","Gable","CompShg","HdBoard","HdBoard","None","TA","Gd","CBlock","Gd","TA","Av","Rec","GLQ","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","131250"
"2880",69,7599,1982,2006,0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,1987,2,360,0,0,0,0,0,0,0,6,2007,-93.604858,41.987606,"020","RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","4","6","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","129500"
"2881",59,6490,1983,1983,0,534,0,282,816,816,0,0,816,0,1,1,0,2,1,4,0,1983,1,264,315,0,0,0,0,0,0,4,2008,-93.6051072,41.987109,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","128500"
"2882",68,11000,1976,2003,0,1090,0,0,1090,1178,0,0,1178,1,0,1,1,3,1,6,0,1976,2,502,0,44,0,0,88,0,0,6,2007,-93.605119,41.989768,"020","RL","Pave","IR2","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","Plywood","Plywood","None","TA","TA","PConc","Gd","TA","No","LwQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","135000"
"2883",68,9101,1978,1978,104,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,1978,2,602,303,30,0,0,0,0,0,7,2009,-93.604928,41.988776,"085","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","6","Gable","CompShg","Plywood","Plywood","BrkFace","TA","Gd","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD ","Normal","165500"
"2884",37,7937,1984,1984,0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,1984,2,588,120,0,0,0,0,0,0,3,2006,-93.604776,41.988964,"080","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","6","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","142500"
"2885",37,6951,1984,1985,0,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1984,1,264,362,0,0,0,0,0,0,10,2008,-93.604761,41.988934,"020","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","119500"
"2886",68,8780,1985,1985,0,625,0,208,833,833,0,0,833,1,0,1,0,3,1,5,0,1979,0,0,0,0,0,0,0,0,0,3,2009,-93.603867,41.988222,"020","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","112000"
"2887",76,8314,1982,1982,0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1982,1,264,168,0,0,0,0,0,0,6,2007,-93.604146,41.98822,"020","RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","HdBoard","ImStucc","None","TA","TA","CBlock","TA","TA","Gd","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","124500"
"2888",76,12887,1984,1984,0,207,590,36,833,833,0,0,833,1,0,1,0,2,1,5,0,1984,2,495,431,0,0,0,0,0,0,4,2010,-93.6035354,41.9889358,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","Gd","TA","Mn","Rec","GLQ","GasA","TA","Y","SBrkr","Gd","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","149900"
"2889",68,8885,1983,1983,0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,1983,2,484,164,0,0,0,0,0,0,6,2006,-93.60268,41.988314,"020","RL","Pave","IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","Av","BLQ","ALQ","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","131000"
"2890",65,11625,1983,1983,0,596,0,220,816,816,0,0,816,1,0,1,0,2,1,4,0,1983,1,264,330,0,0,0,0,0,0,5,2007,-93.6030815,41.9881729,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","139000"
"2891",70,7700,1985,1986,0,0,0,1216,1216,1216,1216,0,2432,0,0,4,2,4,2,10,0,1985,2,616,200,0,0,0,0,0,600,2,2010,-93.6030339,41.98766,"090","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","2Story","5","2","Gable","CompShg","HdBoard","HdBoard","None","TA","Po","PConc","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","Fa","Y","WD ","Normal","159000"
"2892",70,7669,1992,1993,0,718,110,0,828,883,0,0,883,1,0,1,0,2,1,5,1,1998,2,698,100,32,0,0,0,0,0,6,2009,-93.602777,41.987659,"085","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","6","Gable","CompShg","HdBoard","Wd Shng","None","TA","TA","PConc","Gd","TA","Av","GLQ","LwQ","GasA","TA","Y","SBrkr","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","WD ","Normal","149000"
"2893",60,6600,1982,2008,0,641,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1982,1,264,0,0,0,0,0,0,0,10,2008,-93.603917,41.98811,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","9","Gable","CompShg","VinylSd","VinylSd","None","Gd","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Ex","Attchd","Unf","TA","TA","Y","WD ","Normal","130500"
"2894",60,6600,1982,2003,0,816,0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,1985,2,816,0,0,0,0,0,0,0,6,2008,-93.603916,41.988076,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","8","Gable","CompShg","HdBoard","HdBoard","None","TA","Gd","PConc","TA","Gd","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Fin","TA","TA","Y","WD ","Normal","138000"
"2895",60,6600,1982,2005,0,638,0,207,845,845,0,0,845,0,0,1,0,3,1,6,0,1982,1,264,0,0,0,0,0,0,0,7,2008,-93.603886,41.987289,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","134500"
